"Taxon","ProbabilityOfBdInhibition"
"Bacteria;Nitrospirota;Thermodesulfovibrionia;_3",0.5022
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_13",0.5064
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_13",0.5032
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;_1",0.4964
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Rhodoblastus;_1",0.4976
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_7",0.5014
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_10",0.4986
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;_1",0.4996
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_7",0.4958
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;enterica;_1",0.5256
"Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae;Candidatus_Obscuribacter;_1",0.5026
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;_1",0.4856
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;HSB_OF53-F07;_2",0.4838
"Bacteria;Chloroflexi;KD4-96;_5",0.5066
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;Candidatus_Planktophila;_6",0.4992
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_11",0.4936
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Ferrovaceae;Ferrovum;_1",0.4976
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;terrigena;_1",0.492
"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;_1",0.501
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI_cluster;_4",0.5088
"Bacteria;Actinobacteriota;Acidimicrobiia;_1",0.4912
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;_2",0.4998
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_12",0.4924
"Bacteria;Sva0485;_3",0.4924
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;_2",0.4994
"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;_4",0.508
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_13",0.4938
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_12",0.4938
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Alsobacter;_1",0.497
"Bacteria;Chloroflexi;KD4-96;_6",0.4926
"Bacteria;Chloroflexi;KD4-96;_7",0.497
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Rhodoblastus;_2",0.498
"Bacteria;Acidobacteriota;Holophagae;Subgroup_7;_1",0.4848
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_13",0.5096
"Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;_2",0.5176
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_2",0.5024
"Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;_1",0.4916
"Bacteria;Bacteroidota;Bacteroidia;_1",0.4944
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_1",0.4958
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir1_lineage;_1",0.503
"Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;_1",0.5112
"Bacteria;Actinobacteriota;Actinobacteria;PeM15;_1",0.513
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;_1",0.4952
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_8",0.5092
"Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;_2",0.4902
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;_2",0.487
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_14",0.5062
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;_1",0.499
"Bacteria;Chloroflexi;KD4-96;_8",0.4986
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_15",0.5052
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_14",0.508
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;_3",0.481
"Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;_3",0.4984
"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_4",0.3432
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;_2",0.5002
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_14",0.5068
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;rarus;_1",0.4986
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_1",0.5002
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;_1",0.4834
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;_3",0.509
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_1",0.4926
"Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;_2",0.507
"Bacteria;Chloroflexi;KD4-96;_9",0.497
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;_1",0.5094
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;IS-44;_1",0.5024
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Planktoluna;_5",0.505
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Planktoluna;_6",0.496
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;_1",0.4924
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_16",0.4904
"Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_4",0.496
"Bacteria;Chloroflexi;AD3;_1",0.4956
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_15",0.5044
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_6",0.4946
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_7",0.5098
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocystis;_4",0.5058
"Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;_1",0.4896
"Bacteria;Chloroflexi;KD4-96;_10",0.5214
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;_1",0.5054
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocystis;_5",0.4938
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_17",0.4996
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;HSB_OF53-F07;_3",0.4982
"Bacteria;Patescibacteria;Gracilibacteria;_1",0.498
"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;_1",0.9994
"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;_5",0.5116
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;_1",0.4808
"Bacteria;Chloroflexi;AD3;_2",0.501
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_8",0.5032
"Bacteria;Chloroflexi;KD4-96;_11",0.5074
"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;_1",0.4994
"Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;_1",0.4878
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella;_1",0.5078
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;_3",0.4996
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;_3",0.5046
"Bacteria;Methylomirabilota;Methylomirabilia;Rokubacteriales;_4",0.51
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;DSSD61;_1",0.4968
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;_1",0.5062
"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;_1",0.9992
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudochrobactrum;kiredjianiae;_1",0.506
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29_marine_group;_1",0.499
"Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella;aquatica;_1",0.4946
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_1",0.4962
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus_Nostocoida;_1",0.4988
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_3",0.503
"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;_1",0.4912
"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;_1",0.4964
"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;_1",0.5086
"Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;_1",0.4892
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_18",0.4996
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;glycaniphila;_1",0.5
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_14",0.5124
"Bacteria;Chloroflexi;KD4-96;_12",0.4818
"Bacteria;Chloroflexi;KD4-96;_13",0.5022
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus_Xiphinematobacter;_1",0.4986
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;_1",0.5008
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;_2",0.5034
"Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Sh765B-TzT-35;_1",0.4978
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_2",0.5094
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;_1",0.5012
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_8",0.503
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_19",0.5118
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_20",0.502
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;_1",0.4936
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;_1",0.4972
"Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix;fermentans;_1",0.4966
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_2",0.5086
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;_2",0.5088
"Bacteria;Sva0485;_4",0.5
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_21",0.4884
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_22",0.5018
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;_2",0.4968
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terrabacter;_1",0.4952
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;_2",0.4982
"Bacteria;Cyanobacteria;Cyanobacteriia;Oxyphotobacteria_Incertae_Sedis;Unknown_Family;Calothrix_KVSF5;_1",0.4906
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_9",0.4922
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;_1",0.513
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;_1",0.4942
"Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_5",0.5138
"Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;_2",0.5202
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;FukuN18_freshwater_group;_10",0.4882
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_23",0.4996
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;_2",0.4954
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;_1",0.4936
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_2",0.5104
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_1",0.4936
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;_2",0.488
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_24",0.4984
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;_3",0.4876
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;T34;_1",0.4994
"Bacteria;Chloroflexi;KD4-96;_14",0.492
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_9",0.4988
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_1",0.498
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_3",0.5054
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_10",0.5106
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;_4",0.4974
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;_3",0.5052
"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;_1",0.4988
"Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;_2",0.5052
"Bacteria;Actinobacteriota;Actinobacteria;PeM15;_2",0.5084
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI_cluster;_5",0.5072
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;TRA3-20;_1",0.5074
"Bacteria;Chloroflexi;Dehalococcoidia;S085;_1",0.5036
"Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081_sediment_group;_1",0.5012
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_3",0.4988
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_9",0.5104
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;HSB_OF53-F07;_4",0.5018
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter;_1",0.5018
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;_1",0.5076
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_4",0.5078
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_3",0.4984
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;_2",0.5176
"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;_6",0.5038
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_10",0.4962
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_1",0.4938
"Bacteria;MBNT15;_2",0.4958
"Bacteria;Nitrospirota;4-29-1;_3",0.495
"Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geotalea;_1",0.4996
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_2",0.5042
"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Zymophilus;_1",0.4972
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;_2",0.5034
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_3",0.5052
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoluna;limnophila;_1",0.492
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;_1",0.497
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_1",0.5022
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_25",0.5006
"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;_2",0.5014
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_2",0.4956
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_2",0.5024
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;_1",0.498
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_15",0.501
"Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;_2",0.4872
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;IMCC26207;_1",0.499
"Bacteria;Sva0485;_5",0.5046
"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;koreensis;_1",0.4984
"Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;_1",0.4996
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;_3",0.4978
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_11",0.494
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_11",0.5008
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;_1",0.0018
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloparacoccus;_2",0.4954
"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;_1",0.4918
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;_2",0.4878
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_2",0.4884
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_3",0.5022
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI_clade;_16",0.51
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;_1",0.4962
"Bacteria;Chloroflexi;KD4-96;_15",0.492
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Crenothrix;_4",0.5008
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_15",0.514
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_10",0.5048
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis;_2",0.5058
"Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium_PCC-6307;_12",0.5072
"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_5",0.9992
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_19",0.4956
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;_2",0.5038
"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;_7",0.4906
"Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Geothrix;_1",0.5074
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_4",0.4976
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_2",0.4956
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_1",0.4996
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;_4",0.4924
"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;_1",0.51
"Bacteria;Actinobacteriota;Actinobacteria;PeM15;_3",0.498
"Bacteria;Nitrospirota;4-29-1;_4",0.5074
"Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;JSC-12;_1",0.5058
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Rhodoblastus;_3",0.5016
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;_2",0.4982
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;_2",0.5078
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;_1",0.5016
"Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Sh765B-TzT-35;_2",0.4974
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_2",0.506
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;_1",0.4982
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;_3",0.5114
"Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_6",0.5056
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_20",0.5052
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_5",0.5062
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Alsobacter;metallidurans;_1",0.4956
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;_5",0.5004
"Bacteria;Actinobacteriota;Actinobacteria;PeM15;_4",0.507
"Bacteria;Chloroflexi;JG30-KF-CM66;_1",0.5114
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;HSB_OF53-F07;_5",0.4978
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_1",0.5
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;_3",0.5008
"Bacteria;Latescibacterota;_1",0.501
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_3",0.5018
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasediminibacterium;_1",0.5004
"Bacteria;Actinobacteriota;Actinobacteria;PeM15;_5",0.5104
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;_5",0.5032
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_3",0.4968
"Bacteria;Chloroflexi;KD4-96;_16",0.5122
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;_1",0.5032
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_6",0.4932
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;_2",0.496
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir1_lineage;_2",0.5136
"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_6",0.6858
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium;_1",0.5022
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_4",0.502
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_5",0.4992
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_5",0.507
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;Deefgea;_1",0.5062
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_2",0.5048
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus_Koribacter;_1",0.487
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_11",0.4872
"Bacteria;Acidobacteriota;Subgroup_18;_1",0.4962
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_12",0.4992
